calibration,method,global_row,suite,task,episode,failure,frozen_first,combined_first,added_new_alarm
episode,relative_path_mobility,10360,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,360,False,21,19,False
episode,relative_path_mobility,10361,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,361,False,21,20,False
episode,relative_path_mobility,10362,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,362,False,20,19,False
episode,relative_path_mobility,10363,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,363,False,21,19,False
episode,relative_path_mobility,10364,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,364,False,21,19,False
episode,relative_path_mobility,10365,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,365,False,20,19,False
episode,relative_path_mobility,10366,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,366,False,22,20,False
episode,relative_path_mobility,10367,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,367,False,21,20,False
episode,relative_path_mobility,10395,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,395,False,21,20,False
episode,relative_path_mobility,10803,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,True,-1,46,True
episode,relative_path_mobility,10804,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,False,35,35,False
episode,relative_path_mobility,10808,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,True,36,33,False
episode,relative_path_mobility,10822,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,22,True,-1,44,True
episode,relative_path_mobility,10828,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,28,False,31,31,False
episode,relative_path_mobility,10833,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,False,-1,15,True
episode,relative_path_mobility,10834,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,False,-1,16,True
episode,relative_path_mobility,10837,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,37,False,-1,41,True
episode,relative_path_mobility,10847,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,True,-1,49,True
episode,relative_path_mobility,10856,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,56,False,32,32,False
episode,relative_path_mobility,10858,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,58,False,36,36,False
episode,relative_path_mobility,10863,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,63,False,32,32,False
episode,relative_path_mobility,10873,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,73,False,39,38,False
episode,relative_path_mobility,10882,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,82,True,-1,32,True
episode,relative_path_mobility,10883,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,83,False,31,31,False
episode,relative_path_mobility,10897,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,97,True,-1,44,True
episode,relative_path_mobility,10899,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,99,True,48,47,False
episode,relative_path_mobility,10902,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,102,True,-1,45,True
episode,relative_path_mobility,10926,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,False,32,32,False
episode,relative_path_mobility,10968,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,168,False,-1,17,True
episode,relative_path_mobility,10974,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,174,False,34,34,False
episode,relative_path_mobility,11036,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,236,True,-1,41,True
episode,relative_path_mobility,11061,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,261,False,38,38,False
episode,relative_path_mobility,11073,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,273,True,-1,35,True
episode,relative_path_mobility,11077,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,277,False,-1,35,True
episode,relative_path_mobility,11078,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,278,True,-1,47,True
episode,relative_path_mobility,11085,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,285,False,-1,17,True
episode,relative_path_mobility,11110,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,310,True,-1,44,True
episode,relative_path_mobility,11129,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,329,True,36,33,False
episode,relative_path_mobility,11133,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,333,True,-1,35,True
episode,relative_path_mobility,11156,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,356,True,35,33,False
episode,relative_path_mobility,11169,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,369,False,37,37,False
episode,relative_path_mobility,11179,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,379,False,31,31,False
episode,relative_path_mobility,11183,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,383,False,31,31,False
episode,relative_path_mobility,11192,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,392,False,31,31,False
episode,relative_path_mobility,11609,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,9,False,14,11,False
episode,relative_path_mobility,11613,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,13,True,43,11,False
episode,relative_path_mobility,11614,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,14,True,14,11,False
episode,relative_path_mobility,11629,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,False,7,7,False
episode,relative_path_mobility,11637,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,37,True,39,11,False
episode,relative_path_mobility,11735,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,135,False,21,21,False
episode,relative_path_mobility,11754,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,154,True,39,11,False
episode,relative_path_mobility,11758,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,158,True,-1,11,True
episode,relative_path_mobility,11759,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,159,False,-1,23,True
episode,relative_path_mobility,11784,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,184,False,-1,11,True
episode,relative_path_mobility,11785,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,185,False,-1,16,True
episode,relative_path_mobility,11789,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,189,False,-1,11,True
episode,relative_path_mobility,11790,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,190,True,49,11,False
episode,relative_path_mobility,11802,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,202,False,19,19,False
episode,relative_path_mobility,11920,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,320,False,19,19,False
episode,relative_path_mobility,11981,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,381,True,41,40,False
episode,relative_path_mobility,12712,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,312,False,-1,26,True
episode,relative_path_mobility,12732,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,332,False,30,29,False
episode,relative_path_mobility,13328,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,128,False,-1,22,True
episode,relative_path_mobility,13377,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,177,True,31,30,False
episode,relative_path_mobility,13382,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,182,False,28,28,False
episode,relative_path_mobility,13408,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,208,True,23,22,False
episode,relative_path_mobility,13468,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,268,False,19,19,False
episode,relative_path_mobility,13471,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,271,False,18,18,False
episode,relative_path_mobility,13473,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,273,False,26,21,False
episode,relative_path_mobility,13475,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,275,False,27,22,False
episode,relative_path_mobility,13530,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,330,True,-1,40,True
episode,relative_path_mobility,13534,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,334,False,31,30,False
episode,relative_path_mobility,14043,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,43,False,25,21,False
episode,relative_path_mobility,14052,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,52,False,24,24,False
episode,relative_path_mobility,14122,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,122,False,26,26,False
episode,relative_path_mobility,14326,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,326,False,33,33,False
episode,relative_path_mobility,14339,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,339,False,26,26,False
episode,relative_path_mobility,14838,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,True,35,32,False
episode,relative_path_mobility,14839,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,39,True,37,32,False
episode,relative_path_mobility,14862,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,62,False,31,31,False
episode,relative_path_mobility,14881,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,81,True,44,31,False
episode,relative_path_mobility,14888,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,88,False,-1,16,True
episode,relative_path_mobility,14889,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,89,False,16,15,False
episode,relative_path_mobility,14892,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,92,False,16,16,False
episode,relative_path_mobility,14893,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,93,False,-1,27,True
episode,relative_path_mobility,14895,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,95,True,34,15,False
episode,relative_path_mobility,14913,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,113,True,27,25,False
episode,relative_path_mobility,14916,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,116,True,36,31,False
episode,relative_path_mobility,14917,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,117,True,34,31,False
episode,relative_path_mobility,14929,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,129,False,-1,20,True
episode,relative_path_mobility,14935,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,135,True,40,38,False
episode,relative_path_mobility,14962,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,162,False,-1,27,True
episode,relative_path_mobility,15001,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,201,False,-1,16,True
episode,relative_path_mobility,15012,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,212,True,31,30,False
episode,relative_path_mobility,15013,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,213,True,29,26,False
episode,relative_path_mobility,15025,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,225,False,-1,31,True
episode,relative_path_mobility,15027,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,227,False,30,30,False
episode,relative_path_mobility,15028,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,228,False,-1,27,True
episode,relative_path_mobility,15032,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,232,False,-1,25,True
episode,relative_path_mobility,15033,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,233,False,25,25,False
episode,relative_path_mobility,15034,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,234,False,-1,27,True
episode,relative_path_mobility,15037,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,237,False,-1,25,True
episode,relative_path_mobility,15038,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,238,False,28,28,False
episode,relative_path_mobility,15046,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,246,True,31,26,False
episode,relative_path_mobility,15111,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,311,False,16,16,False
episode,relative_path_mobility,15116,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,316,False,-1,15,True
episode,relative_path_mobility,15148,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,348,False,19,19,False
episode,relative_path_mobility,15150,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,350,False,-1,16,True
episode,relative_path_mobility,15156,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,356,False,-1,27,True
episode,relative_path_mobility,15192,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,392,False,-1,14,True
episode,relative_path_mobility,15194,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,394,False,-1,14,True
episode,relative_path_mobility,15195,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,395,False,-1,14,True
episode,relative_path_mobility,15611,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,11,False,22,20,False
episode,relative_path_mobility,15624,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,24,False,-1,22,True
episode,relative_path_mobility,15625,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,25,False,-1,20,True
episode,relative_path_mobility,15626,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,26,True,31,20,False
episode,relative_path_mobility,15627,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,27,False,24,22,False
episode,relative_path_mobility,15628,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,28,False,-1,19,True
episode,relative_path_mobility,15629,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,29,False,-1,20,True
episode,relative_path_mobility,15630,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,30,False,-1,19,True
episode,relative_path_mobility,15631,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,31,False,-1,21,True
episode,relative_path_mobility,15648,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,48,False,22,19,False
episode,relative_path_mobility,15649,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,49,False,-1,19,True
episode,relative_path_mobility,15650,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,50,False,-1,18,True
episode,relative_path_mobility,15651,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,51,False,21,20,False
episode,relative_path_mobility,15652,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,52,False,-1,19,True
episode,relative_path_mobility,15654,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,54,False,-1,19,True
episode,relative_path_mobility,15655,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,55,False,-1,18,True
episode,relative_path_mobility,15668,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,68,False,-1,26,True
episode,relative_path_mobility,15673,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,73,False,-1,19,True
episode,relative_path_mobility,15675,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,75,False,-1,19,True
episode,relative_path_mobility,15677,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,77,False,-1,19,True
episode,relative_path_mobility,15679,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,79,False,-1,22,True
episode,relative_path_mobility,15697,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,97,False,-1,21,True
episode,relative_path_mobility,15699,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,99,False,19,19,False
episode,relative_path_mobility,15700,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,100,False,20,20,False
episode,relative_path_mobility,15701,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,101,False,19,19,False
episode,relative_path_mobility,15702,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,102,False,19,19,False
episode,relative_path_mobility,15744,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,144,False,-1,20,True
episode,relative_path_mobility,15746,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,146,False,-1,21,True
episode,relative_path_mobility,15747,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,147,False,22,22,False
episode,relative_path_mobility,15749,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,149,False,-1,21,True
episode,relative_path_mobility,15751,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,151,False,-1,21,True
episode,relative_path_mobility,15760,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,160,False,24,23,False
episode,relative_path_mobility,15761,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,161,True,25,23,False
episode,relative_path_mobility,15762,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,162,True,27,21,False
episode,relative_path_mobility,15763,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,163,False,24,22,False
episode,relative_path_mobility,15764,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,164,True,26,24,False
episode,relative_path_mobility,15765,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,165,False,24,24,False
episode,relative_path_mobility,15766,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,166,True,24,22,False
episode,relative_path_mobility,15767,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,167,False,24,22,False
episode,relative_path_mobility,15804,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,204,False,-1,20,True
episode,relative_path_mobility,15824,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,224,False,-1,22,True
episode,relative_path_mobility,15826,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,226,False,-1,22,True
episode,relative_path_mobility,15827,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,227,False,22,22,False
episode,relative_path_mobility,15828,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,228,False,-1,21,True
episode,relative_path_mobility,15830,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,230,False,-1,22,True
episode,relative_path_mobility,15831,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,231,False,23,22,False
episode,relative_path_mobility,15850,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,250,False,-1,20,True
episode,relative_path_mobility,15889,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,289,False,-1,21,True
episode,relative_path_mobility,15912,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,312,True,24,16,False
episode,relative_path_mobility,15913,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,313,False,-1,17,True
episode,relative_path_mobility,15914,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,314,False,20,16,False
episode,relative_path_mobility,15915,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,315,False,23,17,False
episode,relative_path_mobility,15916,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,316,False,19,16,False
episode,relative_path_mobility,15917,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,317,False,-1,18,True
episode,relative_path_mobility,15918,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,318,False,21,16,False
episode,relative_path_mobility,15919,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,319,False,-1,16,True
episode,relative_path_mobility,15939,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,339,False,22,18,False
episode,relative_path_mobility,15941,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,341,False,-1,20,True
episode,relative_path_mobility,15953,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,353,False,-1,16,True
episode,relative_path_mobility,15954,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,354,False,-1,15,True
