global_row,source,episode,run_id,task,failure,method,euclidean_first,combined_first,newly_detected
690,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,290,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,7,True
694,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,294,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,7,True
705,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,305,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,8,True
711,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,311,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,8,True
733,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,333,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,8,True
760,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,360,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,10,True
785,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,385,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,9,True
786,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,386,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,9,True
787,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,387,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,10,True
790,cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,390,right-50x8b-20260903,libero_goal/open_the_middle_drawer_of_the_cabinet,False,cosine_neighbors_euclidean_score,-1,9,True
800,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,0,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
815,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,15,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,16,14,False
817,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,17,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,18,17,False
824,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,24,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
825,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,25,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,27,22,False
826,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,26,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
827,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,27,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
829,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,29,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
830,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,30,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
831,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,31,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
833,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,33,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,22,False
837,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,37,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,28,23,False
840,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,40,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,-1,24,True
841,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,41,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,-1,23,True
843,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,43,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,-1,22,True
844,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,44,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,26,7,False
845,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,45,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,26,24,False
846,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,46,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,25,7,False
851,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,51,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
855,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,55,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
857,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,57,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,11,True
858,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,58,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,11,True
860,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,60,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,24,8,False
870,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,70,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,8,7,False
872,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,72,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,24,23,False
873,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,73,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,22,False
875,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,75,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,24,22,False
878,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,78,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,-1,23,True
879,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,79,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,24,9,False
889,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,89,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
890,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,90,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
891,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,91,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
892,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,92,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
893,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,93,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,13,True
894,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,94,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
896,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,96,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
897,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,97,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
899,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,99,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
900,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,100,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
901,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,101,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
902,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,102,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
903,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,103,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
907,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,107,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,8,True
911,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,111,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,24,False
914,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,114,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,8,True
917,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,117,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
918,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,118,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,12,True
928,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,128,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
929,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,129,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,22,7,False
931,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,131,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,23,22,False
932,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,132,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,23,21,False
933,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,133,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,24,False
934,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,134,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,23,21,False
935,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,135,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,24,7,False
947,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,147,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,22,20,False
953,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,153,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
955,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,155,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
960,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,160,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,11,True
976,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,176,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
977,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,177,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
978,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,178,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
981,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,181,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
983,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,183,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
989,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,189,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,23,False
995,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,195,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,-1,23,True
997,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,197,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
999,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,199,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,23,False
1000,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,200,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1002,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,202,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1003,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,203,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,25,22,False
1007,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,207,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1008,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,208,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1009,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,209,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1010,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,210,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,23,7,False
1011,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,211,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1012,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,212,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1013,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,213,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,22,21,False
1015,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,215,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1016,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,216,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
1017,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,217,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
1018,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,218,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
1019,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,219,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
1022,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,222,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,14,True
1023,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,223,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,28,20,False
1035,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,235,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,25,7,False
1036,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,236,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,7,True
1040,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,240,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1044,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,244,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,14,True
1045,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,245,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,14,True
1046,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,246,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,9,True
1047,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,247,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1051,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,251,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,14,True
1056,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,256,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1057,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,257,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1058,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,258,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1059,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,259,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1060,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,260,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1062,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,262,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1063,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,263,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
1082,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,282,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,True,cosine_neighbors_euclidean_score,29,8,False
1083,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,283,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
1087,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,287,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,8,True
1089,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,289,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,10,True
1090,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8-20260903,290,right-50x8-20260903,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,False,cosine_neighbors_euclidean_score,-1,15,True
