global_row,source,episode,task,suite,failure,length,v7_peak,v8_fixed_peak,v82_peak
4764,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,364,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.83494824,0.83494824,0.83494824
4765,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,365,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.6564089,0.6564089,0.6564089
4766,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,366,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.8146526,0.8146526,0.8146526
4767,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,367,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7883171,0.7883171,0.7883171
4768,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,368,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.67198205,0.8674008,0.9875006
4769,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,369,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7922367,0.9233488,1.0434486
4770,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,370,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7254938,1.5390074,1.6591072
4771,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,371,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.77328664,0.79575086,0.91585064
4772,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,372,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,8,0.70411354,0.70411354,0.70411354
4773,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,373,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,8,0.7545516,0.7545516,0.7545516
4774,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,374,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7931995,0.7931995,0.88616246
4775,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,375,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,8,0.71093345,0.71093345,0.71093345
4776,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,376,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7166283,0.7166283,0.79079205
4777,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,377,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.69945616,0.69945616,0.7234623
4778,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,378,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.6782229,0.6782229,0.6938089
4779,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,379,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.71146697,0.71146697,0.72523206
4780,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,380,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.6591171,0.6733868,0.8052963
4781,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,381,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7498856,0.7498856,0.7498856
4782,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,382,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.7386186,0.7386186,0.7386186
4783,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,383,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.72966987,0.72966987,0.72966987
4784,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,384,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.66462654,1.2283261,1.3650651
4785,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,385,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.4829433,0.66308403,0.8169154
4786,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,386,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.5995556,0.89495057,1.048782
4787,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,387,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.5857923,0.5857923,0.58702546
4788,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,388,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.8441384,1.553837,1.690576
4789,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,389,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.4953578,0.748143,0.9019744
4790,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,390,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.67677325,1.4522036,1.5889426
4791,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,391,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,10,0.689596,1.4555331,1.5922722
4792,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,392,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.80645454,0.80645454,0.80645454
4793,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,393,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.8332729,0.8332729,0.8332729
4794,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,394,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.77229166,0.77229166,0.77229166
4795,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,395,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.83283514,0.83283514,0.83283514
4796,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,396,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.8376175,0.8376175,0.8376175
4797,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,397,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.84934735,0.84934735,0.84934735
4798,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,398,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.83013064,0.83013064,0.83013064
4799,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,399,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,False,9,0.75473964,0.75473964,0.75473964
5200,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,0,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,-0.25300443,5.928191,6.3791623
5201,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,1,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,3.539253,8.543099,8.969858
5202,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,2,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,5.349181,5.9286227,6.32124
5203,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,3,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,11,-0.6712866,2.5547884,2.7084212
5204,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,4,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,2.1668901,5.782007,6.174625
5205,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,5,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,2.2956915,5.091592,5.50128
5206,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,6,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,3.7890577,6.221917,6.6486754
5207,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,7,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,True,30,0.8297421,8.065597,8.492355
5208,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,8,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.7997231,2.3103533,2.4476101
5209,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,9,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.77451414,1.5923767,1.7296336
5210,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,10,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7836341,1.0978657,1.2179655
5211,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,11,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.8528926,1.0964137,1.2165135
5212,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,12,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.77947676,1.0415233,1.1616231
5213,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,13,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.8402586,1.8487223,1.9859792
5214,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,14,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.77392226,1.6297175,1.7669743
5215,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,15,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.77100295,0.9603648,1.0804646
5216,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,16,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.6765443,2.5626276,2.6997175
5217,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,17,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,13,-0.7478966,4.79077,4.9792686
5218,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,18,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.5333192,1.3399639,1.4599175
5219,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,19,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.65433854,2.530327,2.6674168
5220,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,20,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.5882541,2.6370142,2.7741039
5221,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,21,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.57370394,1.5856732,1.7056268
5222,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,22,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.5639771,2.4665265,2.6036165
5223,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,23,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7089387,1.3521346,1.4720882
5224,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,24,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.60042125,1.5599607,1.6796074
5225,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,25,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.55480045,2.4935145,2.6302536
5226,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,26,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.51722926,2.2920315,2.4287705
5227,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,27,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.5937635,1.8979117,2.0369618
5228,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,28,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.5787443,1.5283679,1.6480145
5229,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,29,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.5386634,1.7170553,1.8367019
5230,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,30,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.6749718,1.5706297,1.6902763
5231,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,31,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7314905,0.9836148,1.1032615
5232,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,32,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.37732965,1.2808968,1.3988756
5233,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,33,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.3586156,0.6080187,0.70914346
5234,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,34,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.35757563,0.572053,0.6731778
5235,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,35,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.31554928,1.4653399,1.5833187
5236,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,36,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.19328173,0.81657755,0.9345564
5237,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,37,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.23837262,1.5427983,1.6607771
5238,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,38,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.31695572,1.3006891,1.4186679
5239,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,39,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.55508476,1.3572853,1.4752642
5240,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,40,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.71081674,1.5571666,1.6766589
5241,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,41,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7621699,1.5782263,1.6977186
5242,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,42,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.82178193,1.342907,1.4623991
5243,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,43,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.665974,1.3905215,1.5100138
5244,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,44,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.71851224,1.324801,1.4442933
5245,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,45,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.663477,1.4594277,1.57892
5246,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,46,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.72875935,1.4301016,1.5495939
5247,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,47,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7427498,1.7033775,1.8228698
5248,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,48,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.0606896,0.41549847,0.51844114
5249,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,49,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.18995693,0.40774056,0.51068324
5250,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,50,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.07515751,0.2310572,0.33399987
5251,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,51,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.08063207,0.42722124,0.5301639
5252,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,52,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.19231656,1.4587775,1.5788773
5253,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,53,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.14722058,0.427605,0.5305477
5254,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,54,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,8,-0.14268067,0.7238961,0.82683873
5255,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,55,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.19117795,1.1056587,1.2257584
5256,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,56,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.3393904,1.3496205,1.4695741
5257,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,57,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.29055688,1.4851747,1.6051283
5258,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,58,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.2733103,1.383976,1.5039296
5259,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,59,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.24762583,1.5661026,1.6860563
5260,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,60,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.24929649,1.3720356,1.4919891
5261,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,61,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.27541018,1.5760657,1.6960193
5262,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,62,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.3486388,1.686033,1.8059865
5263,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,63,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.24155305,1.436158,1.5561115
5264,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,64,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.82453316,2.5906463,2.7273853
5265,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,65,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.82557935,2.2089756,2.3457146
5266,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,66,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.74659187,2.1268208,2.2635598
5267,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,67,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.8127086,2.1343477,2.2710867
5268,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,68,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.752815,2.331118,2.4678571
5269,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,69,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.7173187,2.2578876,2.3946266
5270,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,70,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.7274659,2.3219872,2.4587262
5271,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,71,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.7661078,2.4595463,2.5962853
5272,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,72,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7592189,1.4448451,1.562824
5273,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,73,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.5980594,2.4837751,2.618608
5274,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,74,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.6870671,1.8895881,2.0412753
5275,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,75,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7419974,1.073487,1.1914659
5276,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,76,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.5817787,2.5214336,2.6731207
5277,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,77,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.67090434,2.2844307,2.4192638
5278,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,78,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.7547921,1.3732277,1.4912065
5279,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,79,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.5733357,2.6148746,2.7665617
5280,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,80,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.38948083,1.4667443,1.5862366
5281,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,81,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.3685484,1.174904,1.2950053
5282,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,82,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.417643,1.4593115,1.5788038
5283,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,83,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.29431197,1.4404545,1.5599468
5284,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,84,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.27259937,1.2056288,1.325121
5285,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,85,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.37048578,1.6367787,1.756271
5286,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,86,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.4355881,1.4069691,1.5264612
5287,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,87,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,9,-0.23383145,1.2960696,1.4155618
5288,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,88,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.51641065,2.1566546,2.3110685
5289,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,89,libero_goal/put_the_cream_cheese_in_the_bowl,libero_goal,False,10,-0.54482853,2.1720953,2.3093522
