global_row,task,init_state_id,episode,source,score,peak_query,descending_rank,method,fold
10652,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,31,252,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.8981244564056396,11,19,c8_centroid_distance,libero_long_full_0
8848,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,6,48,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,3.8944883346557617,19,20,c8_centroid_distance,libero_long_full_0
14610,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,210,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,3.869555711746216,14,21,c8_centroid_distance,libero_long_full_0
14783,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,383,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,3.783949375152588,13,22,c8_centroid_distance,libero_long_full_0
10632,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,29,232,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.756442070007324,11,23,c8_centroid_distance,libero_long_full_0
10452,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,6,52,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.6159346103668213,28,24,c8_centroid_distance,libero_long_full_0
13050,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,31,250,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,3.579566478729248,30,25,c8_centroid_distance,libero_long_full_0
13066,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,33,266,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,3.447813034057617,8,26,c8_centroid_distance,libero_long_full_0
9911,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,38,311,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,3.386169672012329,20,27,c8_centroid_distance,libero_long_full_0
9015,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,26,215,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,3.3493852615356445,19,28,c8_centroid_distance,libero_long_full_0
13014,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,26,214,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,3.3256497383117676,23,29,c8_centroid_distance,libero_long_full_0
11551,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,43,351,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,3.3069307804107666,24,30,c8_centroid_distance,libero_long_full_0
13091,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,36,291,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,3.278083086013794,12,31,c8_centroid_distance,libero_long_full_0
11412,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,26,212,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,3.228677272796631,14,32,c8_centroid_distance,libero_long_full_0
9793,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,24,193,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,3.222299098968506,11,33,c8_centroid_distance,libero_long_full_0
8255,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,31,255,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,3.2170584201812744,11,34,c8_centroid_distance,libero_long_full_0
9894,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,36,294,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,3.1938984394073486,14,35,c8_centroid_distance,libero_long_full_0
8267,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,33,267,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,3.1617870330810547,13,36,c8_centroid_distance,libero_long_full_0
9945,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,43,345,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,3.1365509033203125,23,37,c8_centroid_distance,libero_long_full_0
13180,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,47,380,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,3.0958757400512695,12,38,c8_centroid_distance,libero_long_full_0
9088,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,36,288,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,3.0014939308166504,17,39,c8_centroid_distance,libero_long_full_0
9808,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,26,208,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.9759864807128906,13,40,c8_centroid_distance,libero_long_full_0
11494,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,36,294,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.9706735610961914,12,41,c8_centroid_distance,libero_long_full_0
9177,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,47,377,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,2.9663519859313965,17,42,c8_centroid_distance,libero_long_full_0
10692,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,36,292,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,2.9172396659851074,12,43,c8_centroid_distance,libero_long_full_0
9653,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,6,53,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.8410298824310303,23,44,c8_centroid_distance,libero_long_full_0
8311,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,38,311,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.839717388153076,15,45,c8_centroid_distance,libero_long_full_0
9048,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,31,248,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,2.8241095542907715,19,46,c8_centroid_distance,libero_long_full_0
9066,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,33,266,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,2.822702407836914,22,47,c8_centroid_distance,libero_long_full_0
11582,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,47,382,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.8191423416137695,8,48,c8_centroid_distance,libero_long_full_0
11398,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,24,198,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.815525531768799,17,49,c8_centroid_distance,libero_long_full_0
8347,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,43,347,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.8025918006896973,20,50,c8_centroid_distance,libero_long_full_0
11468,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,33,268,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.7971031665802,13,51,c8_centroid_distance,libero_long_full_0
11248,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,6,48,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.7911295890808105,19,52,c8_centroid_distance,libero_long_full_0
8208,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,26,208,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.7895288467407227,14,53,c8_centroid_distance,libero_long_full_0
12850,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,6,50,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.730485439300537,11,54,c8_centroid_distance,libero_long_full_0
14450,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,6,50,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,2.718202829360962,11,55,c8_centroid_distance,libero_long_full_0
8196,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,24,196,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.7005910873413086,13,56,c8_centroid_distance,libero_long_full_0
9983,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,47,383,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.6839652061462402,12,57,c8_centroid_distance,libero_long_full_0
13038,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,29,238,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.65596866607666,11,58,c8_centroid_distance,libero_long_full_0
14594,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,194,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,2.6483402252197266,11,59,c8_centroid_distance,libero_long_full_0
11437,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,237,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.6259658336639404,11,60,c8_centroid_distance,libero_long_full_0
9853,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,31,253,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.591386079788208,23,61,c8_centroid_distance,libero_long_full_0
14691,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,291,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,2.5380442142486572,12,62,c8_centroid_distance,libero_long_full_0
8239,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,29,239,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.5200741291046143,23,63,c8_centroid_distance,libero_long_full_0
9839,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,29,239,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.4888968467712402,18,64,c8_centroid_distance,libero_long_full_0
8050,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,6,50,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.4135377407073975,14,65,c8_centroid_distance,libero_long_full_0
11450,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,31,250,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.35010027885437,18,66,c8_centroid_distance,libero_long_full_0
13150,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,43,350,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.302823543548584,22,67,c8_centroid_distance,libero_long_full_0
13104,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,38,304,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.2907028198242188,21,68,c8_centroid_distance,libero_long_full_0
12994,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,24,194,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.150817394256592,16,69,c8_centroid_distance,libero_long_full_0
11509,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,309,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,6.2025980949401855,21,1,c32_centroid_distance,libero_long_full_0
14636,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,236,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,6.00059175491333,25,2,c32_centroid_distance,libero_long_full_0
14705,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,305,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,4.388052463531494,13,3,c32_centroid_distance,libero_long_full_0
9037,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,29,237,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,4.234461307525635,22,4,c32_centroid_distance,libero_long_full_0
10615,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,215,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,4.188284397125244,10,5,c32_centroid_distance,libero_long_full_0
8998,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,24,198,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,3.8845207691192627,16,6,c32_centroid_distance,libero_long_full_0
10783,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,383,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.829387664794922,32,7,c32_centroid_distance,libero_long_full_0
14667,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,267,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,3.6084492206573486,15,8,c32_centroid_distance,libero_long_full_0
14610,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,210,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,3.2905032634735107,14,9,c32_centroid_distance,libero_long_full_0
10668,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,268,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.280352830886841,28,10,c32_centroid_distance,libero_long_full_0
14747,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,43,347,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,3.2685201168060303,13,11,c32_centroid_distance,libero_long_full_0
9109,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,38,309,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,3.2034249305725098,19,12,c32_centroid_distance,libero_long_full_0
9151,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,43,351,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,3.1185123920440674,20,13,c32_centroid_distance,libero_long_full_0
10748,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,43,348,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.070221424102783,13,14,c32_centroid_distance,libero_long_full_0
10453,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,6,53,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,3.060622215270996,12,15,c32_centroid_distance,libero_long_full_0
9867,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,33,267,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.9461445808410645,19,16,c32_centroid_distance,libero_long_full_0
10596,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,24,196,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,2.8485140800476074,13,17,c32_centroid_distance,libero_long_full_0
13050,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,31,250,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.8452343940734863,29,18,c32_centroid_distance,libero_long_full_0
14655,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,255,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,2.7802159786224365,16,19,c32_centroid_distance,libero_long_full_0
9793,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,24,193,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.731235980987549,11,20,c32_centroid_distance,libero_long_full_0
10652,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,31,252,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,2.723423957824707,39,21,c32_centroid_distance,libero_long_full_0
8295,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,36,295,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.6704578399658203,13,22,c32_centroid_distance,libero_long_full_0
11545,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,43,345,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.6694297790527344,21,23,c32_centroid_distance,libero_long_full_0
8380,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,47,380,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.658649444580078,12,24,c32_centroid_distance,libero_long_full_0
14782,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,382,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,2.649327039718628,13,25,c32_centroid_distance,libero_long_full_0
9894,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,36,294,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.6117022037506104,18,26,c32_centroid_distance,libero_long_full_0
8848,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,6,48,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,2.5993807315826416,19,27,c32_centroid_distance,libero_long_full_0
13091,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,36,291,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket/right-50x8-20260903,2.5813841819763184,12,28,c32_centroid_distance,libero_long_full_0
9090,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,36,290,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/right-50x8-20260903,2.5369081497192383,16,29,c32_centroid_distance,libero_long_full_0
8271,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,33,271,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it/right-50x8-20260903,2.5089001655578613,16,30,c32_centroid_distance,libero_long_full_0
9812,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,26,212,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it/right-50x8-20260903,2.476649045944214,13,31,c32_centroid_distance,libero_long_full_0
11412,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,26,212,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket/right-50x8-20260903,2.4585981369018555,13,32,c32_centroid_distance,libero_long_full_0
14595,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,195,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,2.443135976791382,20,33,c32_centroid_distance,libero_long_full_0
