calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.005,leaky_ac,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,19.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,2,5,395,0.2,0.005063291139240506,15.0,0,0,1,0,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
episode,0.005,leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,19.0,2,1,2,1,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,17.0,2,0,2,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,0,0,1,0,,,,
episode,0.005,leaky_ac,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,all,487,135,564,15436,0.8634751773049646,0.008745789064524489,24.0,76,97,159,114,0.8233051571038251,0.9181145066968497,0.005163370962374755,0.013151729533447946
episode,0.005,leaky_state_trap,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,21,7,37,10,,,,
episode,0.005,leaky_state_trap,libero_long,244,112,274,3726,0.8905109489051095,0.030059044551798177,32.0,50,86,110,100,,,,
episode,0.005,leaky_state_trap,libero_object,32,9,44,3956,0.7272727272727273,0.002275025278058645,19.5,1,3,5,3,,,,
episode,0.005,leaky_state_trap,libero_spatial,124,4,140,3860,0.8857142857142857,0.0010362694300518134,18.0,4,1,7,1,,,,
episode,0.005,leaky_state_trap,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,0,0,3,1,,,,
episode,0.005,leaky_state_trap,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
episode,0.005,leaky_state_trap,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,2,0,6,0,,,,
episode,0.005,leaky_state_trap,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
episode,0.005,leaky_state_trap,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.005,leaky_state_trap,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
episode,0.005,leaky_state_trap,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,34.0,1,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,9,1,399,1.0,0.022556390977443608,29.0,0,9,1,9,,,,
episode,0.005,leaky_state_trap,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,17,1,399,1.0,0.042606516290726815,41.0,0,16,0,16,,,,
episode,0.005,leaky_state_trap,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,15,151,249,0.8344370860927153,0.060240963855421686,33.0,0,0,22,5,,,,
episode,0.005,leaky_state_trap,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,7,30,370,1.0,0.01891891891891892,14.0,24,7,24,7,,,,
episode,0.005,leaky_state_trap,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,2,10,390,0.8,0.005128205128205128,10.0,8,0,8,2,,,,
episode,0.005,leaky_state_trap,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,7,4,396,1.0,0.017676767676767676,31.5,1,4,2,7,,,,
episode,0.005,leaky_state_trap,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,5,20,380,0.85,0.013157894736842105,30.0,3,4,15,4,,,,
episode,0.005,leaky_state_trap,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,13,47,353,1.0,0.036827195467422094,31.0,7,9,31,13,,,,
episode,0.005,leaky_state_trap,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,37,6,394,1.0,0.09390862944162437,23.5,6,37,6,37,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,2,3,397,0.6666666666666666,0.005037783375314861,21.5,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,0,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,2,5,395,0.6,0.005063291139240506,16.0,0,0,2,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,18.0,2,1,2,1,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,17.0,2,0,3,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,0,0,1,0,,,,
episode,0.005,leaky_state_trap,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
episode,0.01,old_ac,all,493,174,564,15436,0.874113475177305,0.011272350349831562,24.0,90,136,170,152,0.8357719596921805,0.9310370638034275,0.007046764894298526,0.015649227783121306
episode,0.01,old_ac,libero_goal,88,10,106,3894,0.8301886792452831,0.0025680534155110425,21.0,22,8,37,10,,,,
episode,0.01,old_ac,libero_long,246,148,274,3726,0.8978102189781022,0.03972088030059045,32.0,63,122,120,135,,,,
episode,0.01,old_ac,libero_object,33,12,44,3956,0.75,0.003033367037411527,19.0,1,5,6,6,,,,
episode,0.01,old_ac,libero_spatial,126,4,140,3860,0.9,0.0010362694300518134,18.0,4,1,7,1,,,,
episode,0.01,old_ac,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.01,old_ac,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,1,1,3,1,,,,
episode,0.01,old_ac,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
episode,0.01,old_ac,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.0,2,0,6,0,,,,
episode,0.01,old_ac,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
episode,0.01,old_ac,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.01,old_ac,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
episode,0.01,old_ac,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
episode,0.01,old_ac,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.01,old_ac,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.01,old_ac,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,33.5,1,0,1,0,,,,
episode,0.01,old_ac,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,18,1,399,1.0,0.045112781954887216,19.0,1,18,1,18,,,,
episode,0.01,old_ac,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,21,1,399,1.0,0.05263157894736842,41.0,0,20,0,20,,,,
episode,0.01,old_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,16,151,249,0.8344370860927153,0.0642570281124498,33.0,0,1,23,6,,,,
episode,0.01,old_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,14,30,370,1.0,0.03783783783783784,12.0,27,14,28,14,,,,
episode,0.01,old_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,4,10,390,0.9,0.010256410256410256,10.0,8,3,8,4,,,,
episode,0.01,old_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,8,4,396,1.0,0.020202020202020204,26.5,2,7,3,8,,,,
episode,0.01,old_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,30.0,4,4,15,4,,,,
episode,0.01,old_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,27,47,353,1.0,0.0764872521246459,30.0,14,21,35,26,,,,
episode,0.01,old_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,35,6,394,1.0,0.08883248730964467,23.5,6,34,6,35,,,,
episode,0.01,old_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,4,3,397,0.6666666666666666,0.010075566750629723,21.5,0,1,0,2,,,,
episode,0.01,old_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,0,0,1,0,,,,
episode,0.01,old_ac,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.01,old_ac,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
episode,0.01,old_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,0,1,0,1,,,,
episode,0.01,old_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.01,old_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,0,0,0,0,,,,
episode,0.01,old_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,2,5,395,0.8,0.005063291139240506,15.5,0,0,3,0,,,,
episode,0.01,old_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
episode,0.01,old_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,1,0,1,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,0,0,0,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,19.5,0,0,0,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,17.0,2,1,2,1,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,17.0,2,0,3,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,0,0,1,0,,,,
episode,0.01,old_ac,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,all,495,192,564,15436,0.8776595744680851,0.012438455558434827,23.0,99,147,175,167,0.8364675475993931,0.9307376217532467,0.008359160383143757,0.016879170936354847
episode,0.01,previous_two_of_three,libero_goal,88,10,106,3894,0.8301886792452831,0.0025680534155110425,21.0,27,7,37,10,,,,
episode,0.01,previous_two_of_three,libero_long,248,161,274,3726,0.9051094890510949,0.043209876543209874,31.5,66,136,124,148,,,,
episode,0.01,previous_two_of_three,libero_object,30,16,44,3956,0.6818181818181818,0.004044489383215369,19.5,2,3,7,7,,,,
episode,0.01,previous_two_of_three,libero_spatial,129,5,140,3860,0.9214285714285714,0.0012953367875647669,18.0,4,1,7,2,,,,
episode,0.01,previous_two_of_three,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,1,0,3,1,,,,
episode,0.01,previous_two_of_three,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
episode,0.01,previous_two_of_three,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.5,2,0,6,0,,,,
episode,0.01,previous_two_of_three,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,15.0,5,0,7,0,,,,
episode,0.01,previous_two_of_three,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,15,0,16,0,,,,
episode,0.01,previous_two_of_three,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,3,5,3,5,,,,
episode,0.01,previous_two_of_three,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,1,0,1,0,,,,
episode,0.01,previous_two_of_three,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,13,4,396,1.0,0.03282828282828283,20.0,3,13,3,13,,,,
episode,0.01,previous_two_of_three,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,13,1,399,1.0,0.03258145363408521,18.0,1,13,1,13,,,,
episode,0.01,previous_two_of_three,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,28,1,399,1.0,0.07017543859649122,41.0,0,27,0,27,,,,
episode,0.01,previous_two_of_three,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,128,16,151,249,0.847682119205298,0.0642570281124498,33.0,0,1,22,6,,,,
episode,0.01,previous_two_of_three,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,10,30,370,1.0,0.02702702702702703,13.5,25,10,26,10,,,,
episode,0.01,previous_two_of_three,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,5,10,390,0.9,0.01282051282051282,10.0,8,4,8,5,,,,
episode,0.01,previous_two_of_three,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,8,4,396,1.0,0.020202020202020204,30.5,1,5,2,8,,,,
episode,0.01,previous_two_of_three,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,30.0,3,4,15,4,,,,
episode,0.01,previous_two_of_three,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,35,47,353,1.0,0.09915014164305949,29.0,19,31,41,34,,,,
episode,0.01,previous_two_of_three,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,28,6,394,1.0,0.07106598984771574,24.0,6,28,6,28,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,8,3,397,0.6666666666666666,0.020151133501259445,21.5,0,0,0,3,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,20.0,1,0,2,1,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,0,2,0,2,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,0,1,0,1,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1,7,393,0.7142857142857143,0.002544529262086514,24.0,0,0,1,0,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.5,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,2,5,395,0.2,0.005063291139240506,15.0,0,0,1,0,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,0,0,1,0,,,,
episode,0.01,previous_two_of_three,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,16.0,1,0,2,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,0,0,0,1,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,17.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,22,3,24,376,0.9166666666666666,0.007978723404255319,17.0,2,1,2,1,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,0,0,1,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,0,0,0,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,17.0,2,0,3,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,0,41,359,0.975609756097561,0.0,19.0,0,0,1,0,,,,
episode,0.01,previous_two_of_three,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,0,0,0,0,,,,
episode,0.01,ac_reference,all,495,196,564,15436,0.8776595744680851,0.012697590049235553,24.0,91,156,174,174,0.8381932392665811,0.9357860812594266,0.008206991632781954,0.017869213087702722
episode,0.01,ac_reference,libero_goal,88,10,106,3894,0.8301886792452831,0.0025680534155110425,20.0,22,8,37,10,,,,
episode,0.01,ac_reference,libero_long,246,168,274,3726,0.8978102189781022,0.04508856682769726,32.0,64,143,122,155,,,,
episode,0.01,ac_reference,libero_object,34,14,44,3956,0.7727272727272727,0.003538928210313448,19.5,1,4,8,8,,,,
episode,0.01,ac_reference,libero_spatial,127,4,140,3860,0.9071428571428571,0.0010362694300518134,18.0,4,1,7,1,,,,
episode,0.01,ac_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,0,0,0,0,,,,
episode,0.01,ac_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,1,1,3,1,,,,
episode,0.01,ac_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,0,2,1,4,,,,
episode,0.01,ac_reference,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.0,2,0,6,0,,,,
episode,0.01,ac_reference,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,0,0,7,0,,,,
