series,direction,quantile,rule,params,basis,d_fp0,d_tp4,d_fp4,d_tp12,d_tp16,conc12,gain12,top_task
set_outflow_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",global,887,1,646,10,10,0.4,10,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,837,8,673,11,13,0.5454545454545454,11,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",global,89,0,31,2,1,0.5,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,51,1,26,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",global,6,0,3,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,7,0,3,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_all,high,0.98,hard,"{""confirm"": 1}",global,3331,17,2231,34,29,0.20588235294117646,34,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_all,high,0.98,hard,"{""confirm"": 1}",strat,3383,42,2451,75,67,0.3466666666666667,75,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,high,0.98,hard,"{""confirm"": 2}",global,275,0,228,3,2,0.3333333333333333,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket
set_outflow_all,high,0.98,hard,"{""confirm"": 2}",strat,216,0,188,1,2,1.0,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate
set_outflow_all,high,0.98,hard,"{""confirm"": 3}",global,5,0,2,0,0,0.0,0,-
set_outflow_all,high,0.98,hard,"{""confirm"": 3}",strat,2,0,1,0,0,0.0,0,-
set_outflow_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",global,325,0,241,3,2,0.3333333333333333,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket
set_outflow_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,246,1,199,1,2,1.0,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate
set_outflow_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",global,12,0,5,0,0,0.0,0,-
set_outflow_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,12,0,4,0,0,0.0,0,-
set_outflow_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",global,1,0,1,0,0,0.0,0,-
set_outflow_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,2,0,0,0,0,0.0,0,-
set_outflow_all,high,0.99,hard,"{""confirm"": 1}",global,1816,10,1234,20,16,0.25,20,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_all,high,0.99,hard,"{""confirm"": 1}",strat,1874,22,1346,38,34,0.34210526315789475,38,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,high,0.99,hard,"{""confirm"": 2}",global,78,0,64,0,0,0.0,0,-
set_outflow_all,high,0.99,hard,"{""confirm"": 2}",strat,47,0,42,1,1,1.0,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate
set_outflow_all,high,0.99,hard,"{""confirm"": 3}",global,1,0,1,0,0,0.0,0,-
set_outflow_all,high,0.99,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
set_outflow_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",global,90,0,66,0,0,0.0,0,-
set_outflow_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,54,0,44,1,1,1.0,1,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate
set_outflow_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",global,2,0,1,0,0,0.0,0,-
set_outflow_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,1,0,0,0,0,0.0,0,-
set_outflow_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",global,1,0,1,0,0,0.0,0,-
set_outflow_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,0,0,0,0,0,0.0,0,-
set_outflow_all,high,0.995,hard,"{""confirm"": 1}",global,948,4,661,11,9,0.36363636363636365,11,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_all,high,0.995,hard,"{""confirm"": 1}",strat,1020,11,722,21,20,0.2857142857142857,21,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,high,0.995,hard,"{""confirm"": 2}",global,26,0,23,0,0,0.0,0,-
set_outflow_all,high,0.995,hard,"{""confirm"": 2}",strat,17,0,17,0,0,0.0,0,-
set_outflow_all,high,0.995,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
set_outflow_all,high,0.995,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
set_outflow_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",global,27,0,24,0,0,0.0,0,-
set_outflow_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,19,0,17,0,0,0.0,0,-
set_outflow_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",global,1,0,0,0,0,0.0,0,-
set_outflow_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,0,0,0,0,0,0.0,0,-
set_outflow_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_outflow_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,0,0,0,0,0,0.0,0,-
set_outflow_all,low,0.9,hard,"{""confirm"": 1}",global,3676,133,2884,185,151,0.2918918918918919,185,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,hard,"{""confirm"": 1}",strat,7708,135,6108,227,187,0.23348017621145375,227,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,hard,"{""confirm"": 2}",global,1572,125,1187,135,107,0.4,135,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,hard,"{""confirm"": 2}",strat,2670,97,2003,127,78,0.2755905511811024,127,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,hard,"{""confirm"": 3}",global,749,118,573,114,79,0.47368421052631576,114,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,hard,"{""confirm"": 3}",strat,764,80,531,65,27,0.36923076923076925,65,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",global,1874,127,1432,148,111,0.36486486486486486,148,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,3145,103,2402,142,84,0.2746478873239437,142,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",global,1118,121,833,122,91,0.4426229508196721,122,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,1120,86,800,88,46,0.3522727272727273,88,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",global,687,119,439,105,62,0.5047619047619047,105,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,372,74,276,54,16,0.42592592592592593,54,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.95,hard,"{""confirm"": 1}",global,1565,124,1125,156,111,0.34615384615384615,156,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,hard,"{""confirm"": 1}",strat,4869,120,3749,187,137,0.25668449197860965,187,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,hard,"{""confirm"": 2}",global,521,110,403,118,57,0.4406779661016949,118,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,hard,"{""confirm"": 2}",strat,1060,79,820,95,43,0.3263157894736842,95,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.95,hard,"{""confirm"": 3}",global,217,104,173,93,34,0.5268817204301075,93,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,hard,"{""confirm"": 3}",strat,260,57,184,48,15,0.4166666666666667,48,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",global,576,113,449,126,62,0.42063492063492064,126,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,1213,86,932,104,48,0.3269230769230769,104,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",global,302,108,224,100,40,0.5,100,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,372,63,279,57,21,0.40350877192982454,57,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",global,161,99,92,78,25,0.5256410256410257,78,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,108,41,72,33,6,0.5151515151515151,33,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.96,hard,"{""confirm"": 1}",global,982,115,725,144,92,0.375,144,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,hard,"{""confirm"": 1}",strat,4088,112,3105,170,121,0.2647058823529412,170,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,hard,"{""confirm"": 2}",global,319,105,255,102,42,0.46078431372549017,102,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,hard,"{""confirm"": 2}",strat,788,73,615,87,36,0.3448275862068966,87,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.96,hard,"{""confirm"": 3}",global,146,96,114,77,23,0.5064935064935064,77,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,hard,"{""confirm"": 3}",strat,199,52,139,45,12,0.4222222222222222,45,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",global,345,107,280,113,44,0.46017699115044247,113,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,898,79,703,93,40,0.3548387096774194,93,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",global,179,98,133,84,26,0.5,84,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,275,57,202,53,16,0.41509433962264153,53,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",global,104,92,58,54,14,0.5185185185185185,54,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,76,35,50,27,5,0.48148148148148145,27,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,hard,"{""confirm"": 1}",global,312,102,206,90,34,0.3,90,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.98,hard,"{""confirm"": 1}",strat,2272,98,1685,128,73,0.25,128,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,hard,"{""confirm"": 2}",global,119,84,87,41,15,0.24390243902439024,41,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_all,low,0.98,hard,"{""confirm"": 2}",strat,309,52,254,54,15,0.3888888888888889,54,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,hard,"{""confirm"": 3}",global,50,63,35,23,9,0.2608695652173913,23,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.98,hard,"{""confirm"": 3}",strat,74,28,51,24,7,0.375,24,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",global,127,85,93,45,15,0.28888888888888886,45,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,344,58,282,61,16,0.4426229508196721,61,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",global,63,73,41,25,9,0.24,25,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,97,29,71,27,8,0.37037037037037035,27,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",global,27,52,14,8,5,0.25,8,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,26,15,19,10,2,0.3,10,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,hard,"{""confirm"": 1}",global,138,80,81,33,9,0.24242424242424243,33,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,hard,"{""confirm"": 1}",strat,1168,83,890,94,46,0.30851063829787234,94,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,hard,"{""confirm"": 2}",global,37,63,27,17,2,0.35294117647058826,17,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.99,hard,"{""confirm"": 2}",strat,124,29,103,31,8,0.3548387096774194,31,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,hard,"{""confirm"": 3}",global,15,41,7,9,1,0.4444444444444444,9,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.99,hard,"{""confirm"": 3}",strat,33,15,23,12,5,0.3333333333333333,12,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",global,41,67,29,17,2,0.35294117647058826,17,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,134,32,112,35,8,0.42857142857142855,35,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",global,18,49,8,11,2,0.36363636363636365,11,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,41,15,30,12,5,0.3333333333333333,12,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",global,6,26,3,4,1,0.5,4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,8,6,5,3,1,0.6666666666666666,3,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.995,hard,"{""confirm"": 1}",global,68,64,41,17,1,0.35294117647058826,17,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.995,hard,"{""confirm"": 1}",strat,594,67,449,64,27,0.3125,64,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.995,hard,"{""confirm"": 2}",global,9,38,9,8,0,0.375,8,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.995,hard,"{""confirm"": 2}",strat,60,16,54,20,6,0.35,20,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.995,hard,"{""confirm"": 3}",global,3,20,1,3,0,0.3333333333333333,3,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_all,low,0.995,hard,"{""confirm"": 3}",strat,14,9,12,5,2,0.6,5,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",global,10,39,9,9,0,0.4444444444444444,9,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,65,17,58,22,6,0.4090909090909091,22,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.995,excursion,"{""m"": 3, ""k"": 5}",global,4,23,2,3,0,0.3333333333333333,3,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_all,low,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,17,9,15,5,2,0.6,5,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_all,low,0.995,excursion,"{""m"": 4, ""k"": 6}",global,1,7,0,0,0,0.0,0,-
set_outflow_all,low,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,5,2,4,1,0,1.0,1,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,high,0.9,hard,"{""confirm"": 1}",global,10108,94,8271,185,188,0.1891891891891892,185,open_the_top_drawer_and_put_the_bowl_inside
set_outflow_back,high,0.9,hard,"{""confirm"": 1}",strat,9721,115,7834,220,218,0.2409090909090909,220,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.9,hard,"{""confirm"": 2}",global,2809,14,2026,33,31,0.2727272727272727,33,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.9,hard,"{""confirm"": 2}",strat,2635,35,2093,60,58,0.4666666666666667,60,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.9,hard,"{""confirm"": 3}",global,407,6,220,11,11,0.45454545454545453,11,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.9,hard,"{""confirm"": 3}",strat,314,4,250,6,7,0.8333333333333334,6,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.9,excursion,"{""m"": 2, ""k"": 3}",global,3626,20,2693,50,47,0.18,50,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,3131,40,2435,68,64,0.45588235294117646,68,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.9,excursion,"{""m"": 3, ""k"": 5}",global,1206,11,701,28,25,0.2857142857142857,28,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,653,7,425,12,11,0.75,12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.9,excursion,"{""m"": 4, ""k"": 6}",global,270,4,88,8,9,0.375,8,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,107,3,52,2,1,0.5,2,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate
set_outflow_back,high,0.95,hard,"{""confirm"": 1}",global,6620,60,5238,120,115,0.125,120,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.95,hard,"{""confirm"": 1}",strat,6634,88,5218,161,156,0.2919254658385093,161,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.95,hard,"{""confirm"": 2}",global,928,4,678,11,9,0.36363636363636365,11,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.95,hard,"{""confirm"": 2}",strat,844,8,673,13,15,0.6153846153846154,13,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.95,hard,"{""confirm"": 3}",global,86,1,45,2,2,0.5,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.95,hard,"{""confirm"": 3}",strat,34,0,26,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_back,high,0.95,excursion,"{""m"": 2, ""k"": 3}",global,1239,6,895,17,12,0.35294117647058826,17,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,988,9,776,17,19,0.5882352941176471,17,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.95,excursion,"{""m"": 3, ""k"": 5}",global,242,3,109,4,2,0.5,4,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,99,2,52,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_back,high,0.95,excursion,"{""m"": 4, ""k"": 6}",global,26,1,6,2,1,0.5,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,13,1,7,0,0,0.0,0,-
set_outflow_back,high,0.96,hard,"{""confirm"": 1}",global,5679,49,4450,98,93,0.1326530612244898,98,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate
set_outflow_back,high,0.96,hard,"{""confirm"": 1}",strat,5705,74,4465,135,130,0.34074074074074073,135,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.96,hard,"{""confirm"": 2}",global,647,3,482,9,7,0.3333333333333333,9,pick_up_the_bbq_sauce_and_place_it_in_the_basket
set_outflow_back,high,0.96,hard,"{""confirm"": 2}",strat,580,5,469,8,8,0.5,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.96,hard,"{""confirm"": 3}",global,55,1,30,1,1,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.96,hard,"{""confirm"": 3}",strat,22,0,17,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_back,high,0.96,excursion,"{""m"": 2, ""k"": 3}",global,871,4,625,13,8,0.38461538461538464,13,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,667,6,531,10,11,0.6,10,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.96,excursion,"{""m"": 3, ""k"": 5}",global,145,3,60,4,2,0.5,4,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,62,2,27,1,1,1.0,1,put_the_cream_cheese_in_the_bowl
set_outflow_back,high,0.96,excursion,"{""m"": 4, ""k"": 6}",global,13,1,4,0,0,0.0,0,-
set_outflow_back,high,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,10,1,5,0,0,0.0,0,-
set_outflow_back,high,0.98,hard,"{""confirm"": 1}",global,3254,24,2542,52,43,0.15384615384615385,52,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.98,hard,"{""confirm"": 1}",strat,3353,46,2612,78,72,0.3333333333333333,78,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.98,hard,"{""confirm"": 2}",global,224,1,148,3,2,0.6666666666666666,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.98,hard,"{""confirm"": 2}",strat,163,2,136,2,1,0.5,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.98,hard,"{""confirm"": 3}",global,13,0,7,0,0,0.0,0,-
set_outflow_back,high,0.98,hard,"{""confirm"": 3}",strat,4,0,3,0,0,0.0,0,-
set_outflow_back,high,0.98,excursion,"{""m"": 2, ""k"": 3}",global,283,2,182,3,2,0.6666666666666666,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,178,4,145,2,1,0.5,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.98,excursion,"{""m"": 3, ""k"": 5}",global,38,0,11,0,0,0.0,0,-
set_outflow_back,high,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,13,0,5,0,0,0.0,0,-
set_outflow_back,high,0.98,excursion,"{""m"": 4, ""k"": 6}",global,4,0,2,0,0,0.0,0,-
set_outflow_back,high,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,3,0,1,0,0,0.0,0,-
set_outflow_back,high,0.99,hard,"{""confirm"": 1}",global,1774,15,1408,35,25,0.2,35,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.99,hard,"{""confirm"": 1}",strat,1848,27,1442,44,43,0.3181818181818182,44,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.99,hard,"{""confirm"": 2}",global,81,0,55,1,0,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.99,hard,"{""confirm"": 2}",strat,52,0,44,1,0,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.99,hard,"{""confirm"": 3}",global,3,0,3,0,0,0.0,0,-
set_outflow_back,high,0.99,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
set_outflow_back,high,0.99,excursion,"{""m"": 2, ""k"": 3}",global,93,0,59,1,0,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,56,0,46,1,0,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.99,excursion,"{""m"": 3, ""k"": 5}",global,11,0,4,0,0,0.0,0,-
set_outflow_back,high,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,4,0,0,0,0,0.0,0,-
set_outflow_back,high,0.99,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_outflow_back,high,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,1,0,0,0,0,0.0,0,-
set_outflow_back,high,0.995,hard,"{""confirm"": 1}",global,919,7,718,20,16,0.2,20,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.995,hard,"{""confirm"": 1}",strat,1007,19,788,30,28,0.36666666666666664,30,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,high,0.995,hard,"{""confirm"": 2}",global,32,0,22,1,0,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
