role,task,suite,episode,episode_length,success,failure,alarm,first_alarm_query,first_alarm_phase,lead_to_endpoint_queries,alarm_cause,episode_max_confidence,clock_alarm,clock_first_alarm_query,matched_clock_alarm,matched_clock_query
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,8,9,True,False,False,,,,,0.14479857628215498,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,9,9,True,False,False,,,,,0.1460119721727876,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,10,9,True,False,False,,,,,0.16421291053227638,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,11,9,True,False,False,,,,,0.15701342824785636,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,12,9,True,False,False,,,,,0.1211778029445073,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,13,9,True,False,False,,,,,0.15361591975408506,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,14,9,True,False,False,,,,,0.1383271315321145,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,15,9,True,False,False,,,,,0.15418217116971367,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,16,9,True,False,False,,,,,0.16817667044167606,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,17,8,True,False,False,,,,,0.21646982688885297,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,18,9,True,False,False,,,,,0.18993690341368707,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,19,9,True,False,False,,,,,0.18168581135738548,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,20,9,True,False,False,,,,,0.2305452192201909,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,21,8,True,False,False,,,,,0.23094968451706843,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,22,9,True,False,False,,,,,0.2085423070700534,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,23,9,True,False,False,,,,,0.26799870571105,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,24,30,False,True,True,14.0,0.4827586206896552,15.0,persistent_recurrence,0.9703931402685649,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,25,30,False,True,True,15.0,0.5172413793103449,14.0,persistent_recurrence,0.9724154667529525,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,26,30,False,True,True,14.0,0.4827586206896552,15.0,persistent_recurrence,0.9696651027341854,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,27,10,True,False,False,,,,,0.24623847273903898,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,28,9,True,False,False,,,,,0.21582268241384894,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,29,8,True,False,False,,,,,0.20983659602006144,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,30,9,True,False,False,,,,,0.2057110499919107,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,31,9,True,False,False,,,,,0.2062773014075392,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,32,9,True,False,False,,,,,0.32591813622391197,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,33,9,True,False,False,,,,,0.2849053551205306,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,34,9,True,False,False,,,,,0.2777058728361107,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,35,9,True,False,False,,,,,0.26905031548293157,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,36,9,True,False,False,,,,,0.23669309173272934,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,37,9,True,False,False,,,,,0.2777058728361107,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,38,9,True,False,False,,,,,0.2377447015046109,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,39,9,True,False,False,,,,,0.2291700372108073,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,40,30,False,True,True,20.0,0.6896551724137931,9.0,persistent_recurrence,0.9853583562530335,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,41,8,True,False,False,,,,,0.2599902928328749,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,42,8,True,False,False,,,,,0.18500242679178125,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,43,9,True,False,False,,,,,0.22188966186701176,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,44,9,True,False,False,,,,,0.23248665264520307,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,45,9,True,False,False,,,,,0.1937388772043359,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,46,8,True,False,False,,,,,0.20482122633878008,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,47,30,False,True,True,21.0,0.7241379310344828,8.0,persistent_recurrence,0.9860055007280375,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,48,9,True,False,False,,,,,0.21671250606697945,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,49,9,True,False,False,,,,,0.21250606697945318,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,50,9,True,False,False,,,,,0.20619640834816377,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,51,9,True,False,False,,,,,0.2374211292671089,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,52,9,True,False,False,,,,,0.2222941271638893,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,53,9,True,False,False,,,,,0.20619640834816377,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,54,9,True,False,False,,,,,0.2405759585827536,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,55,9,True,False,False,,,,,0.22415466752952595,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,56,9,True,False,False,,,,,0.25990939977349947,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,57,9,True,False,False,,,,,0.21986733538262415,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,58,9,True,False,False,,,,,0.2299789678045624,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,59,9,True,False,False,,,,,0.30868791457692935,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,60,8,True,False,False,,,,,0.2859569648924122,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,61,9,True,False,False,,,,,0.24211292671088824,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,62,9,True,False,False,,,,,0.210888205791943,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,63,9,True,False,False,,,,,0.24648115191716546,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,64,9,True,False,False,,,,,0.30067950169875424,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,65,9,True,False,False,,,,,0.318233295583239,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,66,9,True,False,False,,,,,0.348649085908429,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,67,9,True,False,False,,,,,0.36587930755541176,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,68,9,True,False,False,,,,,0.1605727228603786,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,69,9,True,False,False,,,,,0.3079598770425498,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,70,9,True,False,False,,,,,0.3071509464487947,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,71,9,True,False,False,,,,,0.34096424526775604,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,72,9,True,False,False,,,,,0.38505096262740657,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,73,9,True,False,False,,,,,0.3467885455427925,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,74,9,True,False,False,,,,,0.34185406892088654,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,75,9,True,False,False,,,,,0.33125707814269534,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,76,9,True,False,False,,,,,0.32753599741142214,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,77,9,True,False,False,,,,,0.36070215175537934,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,78,9,True,False,False,,,,,0.3645041255460282,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,79,9,True,False,False,,,,,0.3725934314835787,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,80,9,True,False,False,,,,,0.1920401229574502,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,81,9,True,False,False,,,,,0.20991748907943697,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,82,9,True,False,False,,,,,0.20037210807312733,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,83,9,True,False,False,,,,,0.19527584533247044,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,84,9,True,False,False,,,,,0.16704416761041907,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,85,9,True,False,False,,,,,0.20134282478563337,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,86,9,True,False,False,,,,,0.21307231839508167,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,87,9,True,False,False,,,,,0.20927034460443295,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,88,9,True,False,False,,,,,0.27649247694547807,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,89,10,True,False,False,,,,,0.3354635172302216,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,90,10,True,False,False,,,,,0.4045461899369034,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,91,9,True,False,False,,,,,0.3682252062773014,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,92,9,True,False,False,,,,,0.35439249312408994,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,93,10,True,False,False,,,,,0.37380682737421134,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,94,10,True,False,False,,,,,0.40389904546189936,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,95,9,True,False,False,,,,,0.3685487785148034,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,96,9,True,False,False,,,,,0.19495227309496843,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,97,9,True,False,False,,,,,0.2183303672544895,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,98,9,True,False,False,,,,,0.12433263226015212,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,99,9,True,False,False,,,,,0.2546513509140915,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,100,9,True,False,False,,,,,0.12425173920077659,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,101,9,True,False,False,,,,,0.23612684031710074,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,102,9,True,False,False,,,,,0.20417408186377606,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,103,9,True,False,False,,,,,0.2425982850671412,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,104,9,True,False,False,,,,,0.21558000323572235,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,105,9,True,False,False,,,,,0.19309173272933178,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,106,9,True,False,False,,,,,0.20902766542630646,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,107,9,True,False,False,,,,,0.24356900177964735,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,108,9,True,False,False,,,,,0.2334573693577091,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,109,9,True,False,False,,,,,0.20983659602006144,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,110,9,True,False,False,,,,,0.2228603785795179,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,111,9,True,False,False,,,,,0.210888205791943,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,112,9,True,False,False,,,,,0.23046432616081536,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,113,10,True,False,False,,,,,0.20862320012942892,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,114,10,True,False,False,,,,,0.17966348487299788,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,115,10,True,False,False,,,,,0.21347678369195922,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,116,9,True,False,False,,,,,0.2002912150137518,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,117,10,True,False,False,,,,,0.22075715903575477,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,118,10,True,False,False,,,,,0.2002912150137518,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,119,9,True,False,False,,,,,0.20700533894191875,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,120,8,True,False,False,,,,,0.21954376314512214,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,121,9,True,False,False,,,,,0.24850347840155318,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,122,8,True,False,False,,,,,0.20902766542630646,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,123,8,True,False,False,,,,,0.2480181200453001,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,124,8,True,False,False,,,,,0.2708299627891927,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,125,8,True,False,False,,,,,0.25101116324219386,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,126,9,True,False,False,,,,,0.2546513509140915,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,127,8,True,False,False,,,,,0.2688076363048051,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,128,9,True,False,False,,,,,0.1799870571104999,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,129,9,True,False,False,,,,,0.14843876395405275,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,130,9,True,False,False,,,,,0.13096586312894354,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,131,9,True,False,False,,,,,0.19551852451059704,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,132,8,True,False,False,,,,,0.12902442970393135,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,133,9,True,False,False,,,,,0.15976379226662352,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,134,9,True,False,False,,,,,0.16833845656042712,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,135,9,True,False,False,,,,,0.19551852451059704,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,136,9,True,False,False,,,,,0.17650865555735318,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,137,9,True,False,False,,,,,0.2348325513670927,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,138,9,True,False,False,,,,,0.20150461090438443,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,139,9,True,False,False,,,,,0.21153535026694714,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,140,9,True,False,False,,,,,0.27786765895486165,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,141,9,True,False,False,,,,,0.21638893382947744,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,142,9,True,False,False,,,,,0.1845170684355283,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,143,9,True,False,False,,,,,0.2311923636951949,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,144,9,True,False,False,,,,,0.22868467885455424,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,145,9,True,False,False,,,,,0.2057110499919107,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,146,9,True,False,False,,,,,0.2340236207733376,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,147,9,True,False,False,,,,,0.21646982688885297,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,148,9,True,False,False,,,,,0.2062773014075392,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,149,10,True,False,False,,,,,0.2208380520951302,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,150,9,True,False,False,,,,,0.2280375343795502,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,151,9,True,False,False,,,,,0.20765248341692277,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,152,9,True,False,False,,,,,0.1528069891603301,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,153,9,True,False,False,,,,,0.23038343310143994,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,154,9,True,False,False,,,,,0.21064552661381652,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,155,9,True,False,False,,,,,0.17966348487299788,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,156,9,True,False,False,,,,,0.14245267756026536,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,157,9,True,False,False,,,,,0.15499110176346864,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,158,9,True,False,False,,,,,0.21040284743569004,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,159,9,True,False,False,,,,,0.23337647629833358,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,160,9,True,False,False,,,,,0.19479048697621748,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,161,9,True,False,False,,,,,0.21242517392007765,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,162,9,True,False,False,,,,,0.21250606697945318,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,163,9,True,False,False,,,,,0.22528717036078305,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,164,9,True,False,False,,,,,0.22480181200452998,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,165,9,True,False,False,,,,,0.2288464649733053,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,166,9,True,False,False,,,,,0.2049021193981556,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,167,9,True,False,False,,,,,0.1834654586636466,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,168,9,True,False,False,,,,,0.18273742112926716,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,169,9,True,False,False,,,,,0.1862967157417894,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,170,9,True,False,False,,,,,0.19681281346060508,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,171,9,True,False,False,,,,,0.22464002588577903,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,172,9,True,False,False,,,,,0.19495227309496843,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,173,9,True,False,False,,,,,0.19276816049182977,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,174,9,True,False,False,,,,,0.188319042226177,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,175,9,True,False,False,,,,,0.19034136871056462,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,176,30,False,True,True,20.0,0.6896551724137931,9.0,persistent_recurrence,0.9883513994499272,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,177,30,False,True,True,19.0,0.6551724137931034,10.0,persistent_recurrence,0.9820417408186377,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,178,30,False,True,True,17.0,0.5862068965517241,12.0,persistent_recurrence,0.9888367578061802,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,179,30,False,True,True,17.0,0.5862068965517241,12.0,persistent_recurrence,0.992315159359327,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,180,30,False,True,True,21.0,0.7241379310344828,8.0,persistent_recurrence,0.9834978158873968,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,181,30,False,True,True,19.0,0.6551724137931034,10.0,persistent_recurrence,0.9839022811842744,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,182,9,True,False,False,,,,,0.23151593593269693,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,183,30,False,True,True,17.0,0.5862068965517241,12.0,persistent_recurrence,0.9875424688561721,False,,True,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,184,9,True,False,False,,,,,0.3280213557676751,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,185,9,True,False,False,,,,,0.27414657822358846,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,186,9,True,False,False,,,,,0.30067950169875424,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,187,9,True,False,False,,,,,0.26678530982041737,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,188,9,True,False,False,,,,,0.2657337000485358,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,189,9,True,False,False,,,,,0.28466267594240413,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,190,9,True,False,False,,,,,0.3105484549425659,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,191,9,True,False,False,,,,,0.2705063905516907,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,192,8,True,False,False,,,,,0.22836110661705222,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,193,8,True,False,False,,,,,0.18839993528555254,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,194,8,True,False,False,,,,,0.18751011163242193,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,195,8,True,False,False,,,,,0.24195114059213718,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,196,8,True,False,False,,,,,0.1719786442323249,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,197,8,True,False,False,,,,,0.18322277948552013,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,198,8,True,False,False,,,,,0.20449765410127807,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,199,8,True,False,False,,,,,0.20134282478563337,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,200,9,True,False,False,,,,,0.2717197864423232,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,201,9,True,False,False,,,,,0.26492476945478083,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,202,9,True,False,False,,,,,0.22965539556706038,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,203,9,True,False,False,,,,,0.2816696327455105,False,,False,29
heldout_test,libero_goal/put_the_bowl_on_top_of_the_cabinet,libero_goal,204,9,True,False,False,,,,,0.2531952758453325,False,,False,29
