level,cohort,suite,task,method,k,failure,episodes,scorable,ratio_bin,count
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,6,True,3,3,>2,3
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,7,True,3,3,unscorable,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,7,True,3,3,<=0.5,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,7,True,3,3,"(0.5,1]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,7,True,3,3,"(1,1.5]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,7,True,3,3,"(1.5,2]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,7,True,3,3,>2,3
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,8,True,3,3,unscorable,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,8,True,3,3,<=0.5,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,8,True,3,3,"(0.5,1]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,8,True,3,3,"(1,1.5]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,8,True,3,3,"(1.5,2]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,8,True,3,3,>2,3
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,9,True,3,3,unscorable,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,9,True,3,3,<=0.5,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,9,True,3,3,"(0.5,1]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,9,True,3,3,"(1,1.5]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,9,True,3,3,"(1.5,2]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,9,True,3,3,>2,3
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,10,True,3,3,unscorable,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,10,True,3,3,<=0.5,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,10,True,3,3,"(0.5,1]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,10,True,3,3,"(1,1.5]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,10,True,3,3,"(1.5,2]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,10,True,3,3,>2,3
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,20,True,3,3,unscorable,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,20,True,3,3,<=0.5,0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,20,True,3,3,"(0.5,1]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,20,True,3,3,"(1,1.5]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,20,True,3,3,"(1.5,2]",0
task,all,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,euclidean,20,True,3,3,>2,3
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,False,770,749,<=0.5,584
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,False,770,749,"(0.5,1]",163
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,False,770,749,<=0.5,548
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,False,770,749,"(0.5,1]",199
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,False,770,749,<=0.5,534
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,False,770,749,"(0.5,1]",213
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,False,770,749,<=0.5,529
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,False,770,749,"(0.5,1]",218
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,False,770,749,<=0.5,530
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,False,770,749,"(0.5,1]",217
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,False,770,749,<=0.5,534
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,False,770,749,"(0.5,1]",213
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,False,770,749,<=0.5,519
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,False,770,749,"(0.5,1]",228
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,False,770,749,<=0.5,512
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,False,770,749,"(0.5,1]",235
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,False,770,749,<=0.5,499
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,False,770,749,"(0.5,1]",248
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,False,770,749,<=0.5,484
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,False,770,749,"(0.5,1]",263
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,False,770,749,unscorable,21
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,False,770,749,<=0.5,475
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,False,770,749,"(0.5,1]",272
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,False,770,749,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,False,770,749,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,False,770,749,>2,1
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,True,30,30,"(1.5,2]",11
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,1,True,30,30,>2,13
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,2,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,True,30,30,"(1,1.5]",5
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,True,30,30,"(1.5,2]",11
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,3,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,True,30,30,"(1,1.5]",5
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,True,30,30,"(1.5,2]",11
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,4,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,5,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,6,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,7,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,8,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,9,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,True,30,30,"(1,1.5]",6
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,True,30,30,"(1.5,2]",10
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,10,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,True,30,30,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,True,30,30,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,True,30,30,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,True,30,30,"(1,1.5]",5
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,True,30,30,"(1.5,2]",11
task,all,libero_goal,libero_goal/put_the_bowl_on_the_plate,euclidean,20,True,30,30,>2,14
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,False,785,785,<=0.5,640
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,False,785,785,"(0.5,1]",145
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,False,785,785,<=0.5,611
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,False,785,785,"(0.5,1]",174
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,False,785,785,<=0.5,586
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,False,785,785,"(0.5,1]",199
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,False,785,785,<=0.5,574
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,False,785,785,"(0.5,1]",211
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,False,785,785,<=0.5,570
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,False,785,785,"(0.5,1]",215
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,False,785,785,<=0.5,569
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,False,785,785,"(0.5,1]",216
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,False,785,785,<=0.5,551
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,False,785,785,"(0.5,1]",234
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,False,785,785,<=0.5,541
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,False,785,785,"(0.5,1]",244
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,False,785,785,<=0.5,526
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,False,785,785,"(0.5,1]",259
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,False,785,785,<=0.5,514
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,False,785,785,"(0.5,1]",271
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,False,785,785,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,False,785,785,<=0.5,500
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,False,785,785,"(0.5,1]",285
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,False,785,785,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,False,785,785,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,False,785,785,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,1,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,2,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,3,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,4,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,5,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,True,15,15,<=0.5,0
