task,query,rows,positives,negatives,pairs
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,26,9,8,1,8
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,27,4,3,1,3
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,28,3,2,1,2
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,29,3,2,1,2
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,30,2,1,1,1
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,31,2,1,1,1
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,32,2,2,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,33,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,34,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,35,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,36,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,37,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,38,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,39,1,1,0,0
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,40,1,1,0,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,7,160,145,15,2175
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,8,160,158,2,316
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,9,160,159,1,159
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,10,160,109,51,5559
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,11,160,13,147,1911
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,12,160,1,159,159
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,13,160,0,160,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,14,160,3,157,471
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,15,160,66,94,6204
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,16,160,117,43,5031
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,160,134,26,3484
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,160,144,16,2304
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,19,160,144,16,2304
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,160,145,15,2175
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,21,160,146,14,2044
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,22,126,115,11,1265
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,23,47,36,11,396
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,24,28,17,11,187
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,25,17,6,11,66
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,26,16,5,11,55
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,27,16,5,11,55
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,28,14,3,11,33
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,29,12,1,11,11
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,30,12,1,11,11
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,31,11,3,8,24
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,32,11,4,7,28
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,33,11,5,6,30
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,34,11,6,5,30
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,35,11,6,5,30
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,36,11,6,5,30
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,37,11,6,5,30
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,38,7,2,5,10
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,39,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,40,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,41,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,42,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,43,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,44,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,45,5,0,5,0
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,46,5,0,5,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,7,160,38,122,4636
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8,160,137,23,3151
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,9,160,148,12,1776
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,10,160,142,18,2556
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,11,160,120,40,4800
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,12,160,25,135,3375
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,13,160,15,145,2175
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,14,160,14,146,2044
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,15,160,27,133,3591
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,16,160,83,77,6391
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,17,160,118,42,4956
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,18,160,128,32,4096
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,19,160,128,32,4096
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,20,159,136,23,3128
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,21,134,115,19,2185
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,22,74,57,17,969
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,23,55,40,15,600
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,47,34,13,442
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,33,22,11,242
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,25,14,11,154
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,19,8,11,88
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,15,4,11,44
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,13,1,12,12
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,12,1,11,11
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,12,1,11,11
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,39,12,1,11,11
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,40,12,1,11,11
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,41,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,42,12,1,11,11
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,43,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,44,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,45,12,0,12,0
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,46,12,0,12,0
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,7,160,99,61,6039
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,8,160,46,114,5244
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,9,160,0,160,0
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,10,160,7,153,1071
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,11,160,29,131,3799
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,12,160,70,90,6300
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,13,160,102,58,5916
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,14,160,132,28,3696
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,15,153,134,19,2546
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,16,131,116,15,1740
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,17,90,81,9,729
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,18,58,52,6,312
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,19,28,25,3,75
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,20,20,17,3,51
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,21,15,13,2,26
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,22,9,7,2,14
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,23,6,4,2,8
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,24,3,2,1,2
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,25,3,3,0,0
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,26,2,2,0,0
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,27,2,2,0,0
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,28,2,2,0,0
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,29,1,1,0,0
open_the_middle_drawer_of_the_cabinet,7,160,61,99,6039
open_the_middle_drawer_of_the_cabinet,8,160,154,6,924
open_the_middle_drawer_of_the_cabinet,9,160,160,0,0
open_the_middle_drawer_of_the_cabinet,10,160,160,0,0
open_the_middle_drawer_of_the_cabinet,11,160,160,0,0
open_the_middle_drawer_of_the_cabinet,12,99,99,0,0
open_the_middle_drawer_of_the_cabinet,13,6,6,0,0
open_the_top_drawer_and_put_the_bowl_inside,7,160,0,160,0
open_the_top_drawer_and_put_the_bowl_inside,8,160,0,160,0
open_the_top_drawer_and_put_the_bowl_inside,9,160,31,129,3999
open_the_top_drawer_and_put_the_bowl_inside,10,160,101,59,5959
open_the_top_drawer_and_put_the_bowl_inside,11,160,120,40,4800
open_the_top_drawer_and_put_the_bowl_inside,12,160,125,35,4375
open_the_top_drawer_and_put_the_bowl_inside,13,160,128,32,4096
open_the_top_drawer_and_put_the_bowl_inside,14,160,130,30,3900
open_the_top_drawer_and_put_the_bowl_inside,15,160,139,21,2919
open_the_top_drawer_and_put_the_bowl_inside,16,160,139,21,2919
open_the_top_drawer_and_put_the_bowl_inside,17,148,127,21,2667
open_the_top_drawer_and_put_the_bowl_inside,18,93,72,21,1512
open_the_top_drawer_and_put_the_bowl_inside,19,42,21,21,441
open_the_top_drawer_and_put_the_bowl_inside,20,21,0,21,0
open_the_top_drawer_and_put_the_bowl_inside,21,21,0,21,0
open_the_top_drawer_and_put_the_bowl_inside,22,21,0,21,0
open_the_top_drawer_and_put_the_bowl_inside,23,21,0,21,0
open_the_top_drawer_and_put_the_bowl_inside,24,21,0,21,0
pick_up_the_alphabet_soup_and_place_it_in_the_basket,7,160,0,160,0
pick_up_the_alphabet_soup_and_place_it_in_the_basket,8,160,8,152,1216
pick_up_the_alphabet_soup_and_place_it_in_the_basket,9,160,98,62,6076
pick_up_the_alphabet_soup_and_place_it_in_the_basket,10,160,154,6,924
pick_up_the_alphabet_soup_and_place_it_in_the_basket,11,160,157,3,471
pick_up_the_alphabet_soup_and_place_it_in_the_basket,12,160,157,3,471
pick_up_the_alphabet_soup_and_place_it_in_the_basket,13,152,150,2,300
pick_up_the_alphabet_soup_and_place_it_in_the_basket,14,62,60,2,120
pick_up_the_alphabet_soup_and_place_it_in_the_basket,15,6,4,2,8
pick_up_the_alphabet_soup_and_place_it_in_the_basket,16,3,2,1,2
pick_up_the_alphabet_soup_and_place_it_in_the_basket,17,3,2,1,2
pick_up_the_alphabet_soup_and_place_it_in_the_basket,18,2,1,1,1
pick_up_the_alphabet_soup_and_place_it_in_the_basket,19,2,1,1,1
pick_up_the_alphabet_soup_and_place_it_in_the_basket,20,2,1,1,1
pick_up_the_alphabet_soup_and_place_it_in_the_basket,21,1,0,1,0
pick_up_the_alphabet_soup_and_place_it_in_the_basket,22,1,1,0,0
pick_up_the_bbq_sauce_and_place_it_in_the_basket,7,160,26,134,3484
pick_up_the_bbq_sauce_and_place_it_in_the_basket,8,160,138,22,3036
pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,160,156,4,624
pick_up_the_bbq_sauce_and_place_it_in_the_basket,10,160,153,7,1071
pick_up_the_bbq_sauce_and_place_it_in_the_basket,11,160,152,8,1216
pick_up_the_bbq_sauce_and_place_it_in_the_basket,12,151,146,5,730
pick_up_the_bbq_sauce_and_place_it_in_the_basket,13,31,27,4,108
pick_up_the_bbq_sauce_and_place_it_in_the_basket,14,14,10,4,40
pick_up_the_bbq_sauce_and_place_it_in_the_basket,15,14,10,4,40
pick_up_the_bbq_sauce_and_place_it_in_the_basket,16,10,6,4,24
pick_up_the_bbq_sauce_and_place_it_in_the_basket,17,6,2,4,8
pick_up_the_bbq_sauce_and_place_it_in_the_basket,18,4,0,4,0
pick_up_the_bbq_sauce_and_place_it_in_the_basket,19,4,0,4,0
pick_up_the_bbq_sauce_and_place_it_in_the_basket,20,4,0,4,0
pick_up_the_bbq_sauce_and_place_it_in_the_basket,21,4,0,4,0
pick_up_the_bbq_sauce_and_place_it_in_the_basket,22,4,0,4,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,7,158,158,0,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,8,42,42,0,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,9,16,16,0,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,10,16,16,0,0
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,11,1,1,0,0
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,7,160,158,2,316
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,160,158,2,316
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,9,149,147,2,294
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,10,14,12,2,24
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,11,2,0,2,0
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,12,2,0,2,0
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,13,2,0,2,0
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,14,2,0,2,0
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,15,2,0,2,0
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,16,2,0,2,0
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,7,160,73,87,6351
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,8,160,121,39,4719
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,9,160,160,0,0
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,10,160,160,0,0
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,160,160,0,0
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,118,118,0,0
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,13,37,37,0,0
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,7,160,160,0,0
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,8,160,160,0,0
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,9,158,158,0,0
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,10,75,75,0,0
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,11,23,23,0,0
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,12,1,1,0,0
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,7,160,148,12,1776
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,159,149,10,1490
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,9,139,131,8,1048
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,10,16,9,7,63
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,11,13,6,7,42
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,12,12,5,7,35
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,13,10,3,7,21
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,14,8,1,7,7
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,15,7,0,7,0
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,16,7,0,7,0
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,160,157,3,471
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,160,159,1,159
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,9,160,159,1,159
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,10,142,141,1,141
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,11,57,56,1,56
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,12,6,5,1,5
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,13,2,1,1,1
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,14,2,1,1,1
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,15,1,0,1,0
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,16,1,0,1,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,7,160,153,7,1071
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,8,142,135,7,945
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,9,7,0,7,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,10,7,0,7,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,11,7,0,7,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,12,7,0,7,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,7,0,7,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,14,7,0,7,0
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,15,7,1,6,6
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,16,7,1,6,6
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,7,160,153,7,1071
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,8,160,153,7,1071
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,9,90,84,6,504
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,10,9,4,5,20
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,7,2,5,10
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,7,2,5,10
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,13,7,2,5,10
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,14,6,1,5,5
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,15,5,0,5,0
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,16,5,0,5,0
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,160,82,78,6396
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,160,128,32,4096
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,160,141,19,2679
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,10,160,142,18,2556
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,11,160,142,18,2556
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,12,114,96,18,1728
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,13,35,17,18,306
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,14,19,1,18,18
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,15,18,0,18,0
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,16,18,0,18,0
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,7,160,80,80,6400
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,8,160,145,15,2175
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,9,160,148,12,1776
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,10,160,148,12,1776
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,11,158,146,12,1752
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,12,78,66,12,792
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,13,14,2,12,24
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,14,12,0,12,0
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,15,12,0,12,0
pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,16,12,0,12,0
pick_up_the_butter_and_place_it_in_the_basket,7,160,9,151,1359
pick_up_the_butter_and_place_it_in_the_basket,8,160,2,158,316
