suite,task_id,task_dir,task_name,prompt,episode_index,init_state_id,flow_noise_seed,success,action_steps,inference_calls,control_step_offset,path,mig_uuid,mig_profile,wall_s
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,33,33,1000,1,118,12,440,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.5
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,34,34,1000,1,125,13,452,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,16.4
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,35,35,1000,1,119,12,465,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.5
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,36,36,1000,1,131,14,477,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,17.4
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,37,37,1000,1,119,12,491,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.5
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,38,38,1000,1,116,12,503,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.5
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,39,39,1000,1,118,12,515,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.3
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,40,40,1000,1,117,12,527,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.5
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,41,41,1000,1,123,13,539,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,16.3
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,42,42,1000,1,132,14,552,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,17.3
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,43,43,1000,1,119,12,566,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.4
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,44,44,1000,1,136,14,578,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,17.6
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,45,45,1000,1,121,13,592,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,16.3
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,46,46,1000,1,115,12,605,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.6
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,47,47,1000,1,117,12,617,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.4
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,48,48,1000,1,125,13,629,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,16.3
goal,9,t09__put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,put the wine bottle on the rack,49,49,1000,1,115,12,642,corpus/libero30-right-v1/libero_goal/t09__put_the_wine_bottle_on_the_rack,MIG-60ef5cbe-ca36-5f3f-9931-35f2ce1878d3,1g.35gb,15.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,0,0,1000,1,79,8,0,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,14.4
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,1,1,1000,1,77,8,8,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,11.6
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,2,2,1000,1,80,8,16,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,11.6
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,3,3,1000,1,78,8,24,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,11.6
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,4,4,1000,1,81,9,32,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.5
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,5,5,1000,1,76,8,41,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,6,6,1000,1,81,9,49,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.5
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,7,7,1000,1,84,9,58,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.9
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,8,8,1000,1,79,8,67,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.6
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,9,9,1000,1,78,8,75,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.6
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,10,10,1000,1,76,8,83,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,11,11,1000,1,78,8,91,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.5
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,12,12,1000,1,80,8,99,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.8
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,13,13,1000,1,108,11,107,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,15.7
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,14,14,1000,1,81,9,118,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,15,15,1000,1,81,9,127,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.3
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,16,16,1000,1,77,8,136,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,17,17,1000,1,78,8,144,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,18,18,1000,1,82,9,152,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,19,19,1000,1,81,9,161,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,20,20,1000,1,84,9,170,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,21,21,1000,1,78,8,179,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,22,22,1000,1,77,8,187,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,23,23,1000,1,81,9,195,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,24,24,1000,1,75,8,204,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,25,25,1000,1,79,8,212,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,26,26,1000,1,78,8,220,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,27,27,1000,1,81,9,228,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,13.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,28,28,1000,1,73,8,237,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,29,29,1000,1,74,8,245,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,30,30,1000,1,76,8,253,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,31,31,1000,1,79,8,261,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,32,32,1000,1,78,8,269,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,33,33,1000,1,80,8,277,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,34,34,1000,1,74,8,285,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.7
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,35,35,1000,1,77,8,293,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.6
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,36,36,1000,1,76,8,301,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.5
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,37,37,1000,1,77,8,309,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,38,38,1000,1,76,8,317,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,39,39,1000,1,71,8,325,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.0
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,40,40,1000,1,77,8,333,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.5
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,41,41,1000,1,73,8,341,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,42,42,1000,1,78,8,349,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.8
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,43,43,1000,1,72,8,357,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.7
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,44,44,1000,1,70,7,365,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,11.3
spatial,0,t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick up the black bowl between the plate and the ramekin and place it on the plate,45,45,1000,1,78,8,372,corpus/libero30-right-v1/libero_spatial/t00__pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.5
