method,threshold_mode,suite,task,episodes,risks,alarms,tp,fp,precision,recall,mean_matched_prior,lift
state_action_alignment|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,5,2,3,0.4,0.1,0.4393680715260235,0.9103984242885712
state_action_alignment|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,8,8,0,1.0,0.1702127659574468,0.7245479627228455,1.3801708809476296
state_action_alignment|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,3,2,1,0.6666666666666666,0.2,0.4649944258639911,1.4337089426995924
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,2,0,2,0.0,0.0,0.035,0.0
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
state_action_alignment|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
state_action_alignment|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,8,8,0,1.0,0.4444444444444444,0.8690732979763066,1.150650931663146
state_action_alignment|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,1,1,0,1.0,0.0625,0.9906542056074766,1.009433962264151
state_action_alignment|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
state_action_alignment|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
state_action_alignment|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
state_action_alignment|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
state_action_alignment|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,1,0,1,0.0,0.0,0.07925947353196414,0.0
state_action_alignment|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,10,8,2,0.8,0.052980132450331126,0.5733181284002182,1.3953858431658404
state_action_alignment|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,4,3,1,0.75,0.1,0.0685,10.94890510948905
state_action_alignment|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,1,0,1,0.0,0.0,0.27987742594484166,0.0
state_action_alignment|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,0,0,0,,0.0,,
state_action_alignment|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,0,0,0,,0.0,,
state_action_alignment|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,16,13,3,0.8125,0.2765957446808511,0.5040585746635742,1.6119158384366146
state_action_alignment|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
state_action_alignment|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
state_action_alignment|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
conditional_energy|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,2,2,0,1.0,0.0392156862745098,0.9728045802812157,1.0279556863423922
conditional_energy|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,17,16,1,0.9411764705882353,0.8888888888888888,0.31180611104972605,3.0184670448557656
conditional_energy|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,6,6,0,1.0,0.375,0.15989717735909215,6.254019092245955
conditional_energy|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,2,1,1,0.5,1.0,0.39200222779170146,1.275502955217095
conditional_energy|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
conditional_energy|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,1,0,1,0.0,0.0,0.4910394265232975,0.0
conditional_energy|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,1,0,1,0.0,0.0,0.07415426251691475,0.0
conditional_energy|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,2,0,2,0.0,0.0,0.10579150579150579,0.0
conditional_energy|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,5,2,3,0.4,0.1,0.4393680715260235,0.9103984242885712
conditional_energy|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,8,8,0,1.0,0.1702127659574468,0.7245479627228455,1.3801708809476296
conditional_energy|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,3,2,1,0.6666666666666666,0.2,0.4649944258639911,1.4337089426995924
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,2,0,2,0.0,0.0,0.035,0.0
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
conditional_energy|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
conditional_energy|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,8,8,0,1.0,0.4444444444444444,0.8690732979763066,1.150650931663146
conditional_energy|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,1,1,0,1.0,0.0625,0.9906542056074766,1.009433962264151
conditional_energy|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
conditional_energy|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
conditional_energy|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
conditional_energy|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
conditional_energy|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,1,0,1,0.0,0.0,0.07925947353196414,0.0
conditional_energy|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,10,8,2,0.8,0.052980132450331126,0.5793850941471808,1.3807742174961386
conditional_energy|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,4,3,1,0.75,0.1,0.0685,10.94890510948905
conditional_energy|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,1,0,1,0.0,0.0,0.27987742594484166,0.0
conditional_energy|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,0,0,0,,0.0,,
conditional_energy|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,0,0,0,,0.0,,
conditional_energy|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,16,13,3,0.8125,0.2765957446808511,0.5040585746635742,1.6119158384366146
conditional_energy|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
conditional_energy|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
conditional_energy|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,17,17,0,1.0,0.3333333333333333,0.9832168617215347,1.0170696200725031
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,5,5,0,1.0,0.5555555555555556,0.20734335260115605,4.822918060573621
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,16,16,0,1.0,1.0,0.20860452793834294,4.7937597993825385
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,1,1,0,1.0,1.0,0.9464285714285714,1.0566037735849056
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.212,4.716981132075472
conditional_effective_rank|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
conditional_effective_rank|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,1,1,0,1.0,0.25,0.5279383429672447,1.8941605839416058
conditional_effective_rank|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,1,1,0,1.0,1.0,0.4910394265232975,2.0364963503649633
conditional_effective_rank|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,1,0,1,0.0,0.0,0.4963768115942029,0.0
conditional_effective_rank|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,3,3,0,1.0,0.019867549668874173,0.9789653784219001,1.0214865837359925
conditional_effective_rank|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,11,11,0,1.0,0.36666666666666664,0.8106529435828502,1.2335735136916803
conditional_effective_rank|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,1,1,0,1.0,0.25,0.48841354723707664,2.0474452554744524
conditional_effective_rank|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,2,1,1,0.5,0.05,0.4849800600860251,1.0309702215619148
conditional_effective_rank|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,1,1,0,1.0,0.02127659574468085,0.48841354723707664,2.0474452554744524
conditional_effective_rank|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,13,5,8,0.38461538461538464,0.8333333333333334,0.17567090258347423,2.1894085984594143
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,1,1,0,1.0,0.3333333333333333,0.9655172413793104,1.0357142857142856
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,6,6,0,1.0,0.42857142857142855,0.9836173216454908,1.0166555407209612
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,4,4,0,1.0,0.16666666666666666,0.9757153901471864,1.0248890302418519
